tweet_id,retweet_count,favorite_count
667801013445750784,97,334
667793409583771648,336,710
667782464991965184,249,418
667773195014021121,58,239
667766675769573376,222,448
667728196545200128,151,379
667724302356258817,326,492
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2333,5873
667546741521195010,127,338
667544320556335104,534,877
667538891197542400,67,208
667534815156183040,551,829
667530908589760512,245,476
667524857454854144,1132,1722
667517642048163840,196,372
667509364010450944,2171,6862
667502640335572993,223,538
667495797102141441,277,528
667491009379606528,232,539
667470559035432960,100,259
667455448082227200,60,194
667453023279554560,91,319
667443425659232256,591,792
667437278097252352,242,453
667435689202614272,84,308
667405339315146752,221,473
667393430834667520,58,198
667369227918143488,167,370
667211855547486208,245,497
667200525029539841,265,622
667192066997374976,109,390
667188689915760640,422,751
667182792070062081,6301,14445
667177989038297088,55,193
667176164155375616,468,614
667174963120574464,84,247
667171260800061440,91,222
667165590075940865,1157,2712
667160273090932737,62,260
667152164079423490,17384,48193
667138269671505920,2245,4653
667119796878725120,128,332
667090893657276420,129,336
667073648344346624,124,407
667070482143944705,14,84
667065535570550784,48,168
667062181243039745,55,220
667044094246576128,51,186
667012601033924608,225,452
666996132027977728,95,247
666983947667116034,992,2567
666837028449972224,559,826
666835007768551424,80,217
666826780179869698,97,256
666817836334096384,253,521
666804364988780544,94,243
666786068205871104,488,765
666781792255496192,198,390
666776908487630848,175,352
666739327293083650,66,238
666701168228331520,219,433
666691418707132416,47,189
666649482315059201,628,1120
666644823164719104,83,233
666454714377183233,208,520
666447344410484738,20,105
666437273139982337,48,125
666435652385423360,53,165
666430724426358785,196,315
666428276349472768,83,165
666421158376562688,111,316
666418789513326592,45,124
666411507551481857,323,440
666407126856765440,40,107
666396247373291520,84,167
666373753744588802,92,186
666362758909284353,564,770
666353288456101888,71,217
666345417576210432,133,290
666337882303524864,90,196
666293911632134144,352,494
666287406224695296,64,146
666273097616637952,76,174
666268910803644416,35,102
666104133288665088,6482,14162
666102155909144576,12,80
666099513787052032,67,153
666094000022159362,72,163
666082916733198337,44,116
666073100786774016,162,318
666071193221509120,59,145
666063827256086533,215,471
666058600524156928,57,111
666057090499244032,141,294
666055525042405380,244,432
666051853826850816,841,1209
666050758794694657,59,132
666049248165822465,40,107
666044226329800704,139,296
666033412701032449,44,125
666029285002620928,47,129
666020888022790149,508,2544
